,arcee-ai/Virtuoso-Small,AtlaAI/Selene-1-Mini-Llama-3.1-8B,AtlaAI/Selene-1-Mini-Llama-3.1-8B-GPTQ-W8A8,amit2-0kr/food-disease-chatbot-recommender-v1,bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,bartowski/Qwen2.5-14B-Instruct-GGUF,codelion/gemma-3-1b-it-reasoning-grpo-lora,deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,distilbert/distilgpt2,dphn/Dolphin3.0-Llama3.2-1B,dphn/dolphin-2.8-mistral-7b-v02,facebook/opt-125m,failspy/Meta-Llama-3-8B-Instruct-abliterated-v3,feelconstantfear/Llama-3.2-1B-QPTQ,FinGPT/fingpt-forecaster_dow30_llama2-7b_lora,FranckLucas08/Fine-Tuned_Lily,gaunernst/gemma-3-1b-it-int4-awq,google/flan-t5-base,google/gemma-3-1b-it,google/gemma-3-1b-pt,GRMenon/mental-health-mistral-7b-instructv0.2-finetuned-V2,grimjim/Llama-3-Instruct-abliteration-LoRA-8B,grimjim/Llama-3.1-8B-Instruct-abliterated_via_adapter,Io2007/gemma-3-1b-big,iqbalamo93/Meta-Llama-3.1-8B-Instruct-GPTQ-Q_8,jeiku/Aura_Qwen2_v2_7B,jeiku/dontusethis,JunHowie/Qwen3-8B-GPTQ-Int4,KurmaAI/AQUA-1B,lamptablet/gpt2-Q8_0-GGUF,lemon07r/Qwen3-R1-SLERP-Q3T-8B,LunaticPython161/CyberWitch-7B,marroyo777/flan-t5-base-Q4_K_M-GGUF,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-hf,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.2-1B,meta-llama/Meta-Llama-3-8B,meta-llama/Meta-Llama-3-8B-Instruct,mistral-community/Mistral-7B-v0.2,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-v0.1,monsterapi/gpt2_alpaca-lora,monsterapi/opt125M_alpaca,mradermacher/AtmaLLaMA-GGUF,mssongit/Qwen2.5-14B-SFT-LoRA-6e-5,nvidia/llama-3.1-nemoguard-8b-content-safety,openai-community/gpt2,Open-Bee/Bee-8B-RL,phanerozoic/Tiny-Pirate-1.1b-v0.1,podsni/hades-1B,postbot/distilgpt2-emailgen,prithivMLmods/Bee-8B-RL-abliterated,pszemraj/opt-125m-email-generation,Qwen/Qwen2-7B,Qwen/Qwen2-7B-Instruct,Qwen/Qwen2-7B-Instruct-GGUF,Qwen/Qwen2-7B-Instruct-GPTQ-Int4,Qwen/Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct-GPTQ-Int4,Qwen/Qwen3-8B,Qwen/Qwen3-8B-GGUF,RakshitAi/AtmaLLaMA,ResplendentAI/Qwen_jeiku_LoRA_128,ResplendentAI/Qwen_Sissification_LoRA_128,ResplendentAI/Qwen_Soul_LoRA_128,s3nh/TinyLLama-4x1.1B-MoE,segolilylabs/Lily-Cybersecurity-7B-v0.2,smgriffin/pop-lyrics-generator-v1,svjack/Qwen2-7B_Function_Call_tiny_lora,tahamajs/LLaMA-3-2-LoRA-EmotionTune-Full,TECHNOPRAVIN01/Qwen2.5-14B-Valor,Tensoic/TinyLlama-1.1B-3T-openhermes,TheBloke/Llama-2-7B-Chat-GPTQ,TheBloke/Mistral-7B-Instruct-v0.2-GGUF,TheBloke/Mistral-7B-Instruct-v0.2-GPTQ,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,TheBloke/TinyLlama-1.1B-Chat-v1.0-GPTQ,TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,unsloth/gemma-3-1b-it-GGUF,v000000/Qwen2.5-Lumen-14B,vanta-research/apollo-astralis-8b,WizardLMTeam/WizardMath-7B-V1.1,ysn-rfd/distilgpt2-Q8_0-GGUF,Qwen/Qwen2.5-1.5B,Gensyn/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,marianoiry/gensyn-checkpoints-sturdy_twitchy_jay,tgtgeo/gensyn-checkpoints-jumping_gentle_ant,jeergrvgreg/uplifting-filter-v5,Irfanuruchi/qwen2.5-1.5b-dsp-finetuned,Qwen/Qwen2.5-Coder-1.5B,Pista1981/Child-0a24ec-python-0a24ec-015022,lakhera2023/Qwen-model,Qwen/Qwen2.5-Coder-1.5B-Instruct,huihui-ai/Qwen2.5-Coder-1.5B-Instruct-abliterated,mradermacher/Qwen2.5-Coder-1.5B-Instruct-abliterated-GGUF,QuantFactory/Qwen2.5-Coder-1.5B-Instruct-GGUF,Marsouuu/MiniQwenMathExpert-ECE-PRYMMAL-Martial,LilRg/ECE-1B-merge-PRYMMAL,unsloth/Qwen2.5-1.5B-bnb-4bit,Qwen/Qwen2.5-0.5B,Gensyn/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-0.5B-Instruct,vanshs613/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-soaring_dappled_hippo,eiknarf/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-rapid_stocky_stork,featherless-ai-quants/Gensyn-Qwen2.5-0.5B-Instruct-GGUF,straino/Qwen2.5-0.5B-Instruct-Q4_K_M-GGUF,RaykieLee/task-17-Qwen-Qwen2.5-0.5B,trumancai/Revela-500M,wulli/Qwen2.5-0.5B-sft-capybara,dphn/Dolphin3.0-Qwen2.5-0.5B,mergekit-community/mergekit-slerp-lxmmvuv,DevQuasar/Qwen2.5-0.5B-GGUF,mradermacher/Qwen2.5-0.5B-i1-GGUF,Emmet-Allen/christAIn-uncensored,mradermacher/Dolphin3.0-Qwen2.5-0.5B-GGUF,Falconsai/nsfw_image_detection,hanad/self_harm_detection,victorwkey/vit-food101,openai/whisper-large-v3,Oufei123/openai-whisper-large-v3-LORA-colab,AbdelrahmanHassan/whisper-large-v3-egyptian-arabic,firdhokk/speech-emotion-recognition-with-openai-whisper-large-v3,Byne/whisper-large-v3-arabic,nyrahealth/CrisperWhisper,nm-testing/whisper-large-v3.w4a16,miosipov/asr2_medium_CRSPR_v0.5,Qwen/Qwen2-VL-2B,Qwen/Qwen2-VL-2B-Instruct,lightonai/MonoQwen2-VL-v0.1,jinaai/jina-reranker-m0,unsloth/Qwen2-VL-2B-Instruct-unsloth-bnb-4bit,osunlp/UGround-V1-2B
marroyo777/flan-t5-base-Q4_K_M-GGUF,0.0001128824,0.0006700357,0.0005522815,-0.0019145663,-0.00028497877,0.0017186707,-0.005274676,-0.00034172885,-0.009991508,0.0033511254,0.00010029589,-0.014725251,0.0004929838,0.00013251741,0.0029350931,-7.1700284e-05,-0.008308865,0.9954156,-0.0052772174,-0.008040037,-0.00020699714,-0.00014798327,0.0006704835,-0.008037364,-0.0002776599,0.00027336864,0.0002732754,-0.00053454784,-0.004960273,-0.0100998515,-0.00034901607,-0.00011331859,1.0045097,0.0011191041,0.0010709241,0.0008015276,0.00082727004,-0.0004829902,0.0009216552,0.00049297826,-6.271382e-05,-5.2801493e-05,-0.00036071148,-0.009981968,-0.01470833,0.002917679,0.0017170545,-0.00029022997,-0.01005009,0.00027423335,-0.0004587267,8.3699604e-05,-0.010000859,0.00027424013,-0.015405985,0.0002739198,0.00024366722,-0.0003731789,-0.00046937427,0.000114719405,0.000113265975,0.0016174084,-0.00041511335,-0.00051803264,0.001120828,-0.00041883357,-0.0004163157,-0.00041211574,-0.0003895212,-0.00012638755,-0.009138047,-0.00037305168,0.00014845478,0.00011131538,-0.0004908125,0.0029595399,2.6765326e-06,4.24293e-05,-0.000403351,-0.00036363627,-0.00045866464,-0.00045817552,-0.0052772174,0.000112345006,-0.0005241559,-8.027529e-05,-0.010041649,-0.010475578,-0.013197286,-0.013197285,-0.013197468,-0.013196562,-0.010433674,-0.010352097,-0.021225316,-0.021585623,-0.021202877,-0.019745719,-0.018166281,-0.018166292,-0.013686884,-0.011962425,-0.011962934,-0.010560762,-0.012679065,-0.010702477,-0.010702477,-0.01067123,-0.0107024945,-0.010665825,-0.011137843,-0.013426933,-0.012679041,-0.01329672,-0.013224682,-0.0106987255,-0.012588204,-0.012585747,-0.013348566,-0.013224682,3.4548993e-05,3.508731e-05,3.4885124e-05,-0.005504382,-0.010562997,-0.010551586,-9.931009e-05,-0.010620029,-0.010303911,-0.010052735,-0.010156879,0.019398076,0.020404998,0.020429874,0.020464554,0.020676972,0.020361051
meta-llama/Llama-2-7b-chat-hf,0.0006125655,0.0013715205,0.0019204749,0.0016325652,-0.000588364,0.0006399607,0.073024035,-0.0020727662,0.024873339,-0.03546242,0.00022401806,-0.04674005,0.00020982952,0.030568542,0.31079552,-0.001308898,0.06668124,0.00086865545,0.07299887,0.052595083,-0.0013321455,-0.0007898867,0.0013707267,0.052595105,-0.0005833651,-0.0003454376,-0.0003457527,0.00016385678,0.07474678,0.03545675,-0.0020502936,6.4468586e-05,0.0011191041,1.0267981,1.0217222,0.0054077543,0.005311595,-0.030154094,0.0056300494,0.0002098293,-2.4184526e-05,-2.0372194e-05,0.0013803234,0.03554038,-0.04702955,0.3109643,0.0006435243,-0.0005905805,0.03559465,-0.00039020117,0.0008942041,0.037396397,0.025550565,-0.00039020384,-0.049807407,-0.00034586733,-0.00022580348,0.0021416792,0.0022985814,0.0006372364,0.0006004228,0.00027693558,-0.0019146828,-9.0016816e-05,1.026755,0.0022375793,0.0022288954,0.0022423668,-0.00012579441,0.00012641917,0.039781637,0.0021432028,0.03396943,0.0006081345,0.0013012479,0.30760175,-0.00095987576,-0.00031087644,-4.655833e-05,5.3329527e-06,0.00088381564,0.0008673968,0.07299887,0.00059646607,-0.00014286593,-4.1898937e-05,0.024863157,0.005218493,0.0057929573,0.005792959,0.0057937736,0.0058085714,0.005336567,0.0020489988,-0.020874694,-0.021458525,-0.02069905,-0.009313502,-0.008070697,-0.008070701,0.028962282,0.0052341325,0.005230118,0.0066405293,0.049938384,0.051146165,0.051146165,0.05127924,0.051146142,0.051365893,0.0482513,0.04520473,0.049938366,0.04994755,0.049711313,0.051176526,0.050419204,0.05040062,0.04949362,0.049711313,-6.889244e-05,-6.910778e-05,-6.873079e-05,0.012337619,0.032184586,0.03285263,-9.4893185e-05,0.03206404,0.034629434,0.03385959,0.036639124,0.0145902345,0.021393638,0.02160019,0.021811308,0.020872058,0.02129762
meta-llama/Llama-2-7b-hf,0.0006652758,0.0013143453,0.0019212543,0.0015954069,-0.00060727366,0.0007167927,0.074192405,-0.002040119,0.025821947,-0.03607092,0.00020066364,-0.045217156,0.00016018568,0.030995728,0.30913743,-0.0013258146,0.06799468,0.00081510306,0.074167505,0.054079585,-0.0013430297,-0.00080737553,0.0013135056,0.05407957,-0.0006025745,-0.00035974674,-0.00036006875,0.00018589542,0.07590032,0.036761686,-0.0020185702,5.0409028e-05,0.0010709238,1.0217205,1.0268726,0.005422629,0.005324746,-0.03080316,0.005660219,0.00016018437,-4.9232498e-05,-4.6254045e-05,0.0013777912,0.036828708,-0.045505647,0.30931598,0.00072041276,-0.0006097383,0.036899652,-0.00034335867,0.0008981852,0.037986528,0.026553888,-0.00034335974,-0.048289128,-0.00036022268,-0.0002375539,0.0021427548,0.002296608,0.0006896621,0.0006529023,0.00034589306,-0.0018741786,-6.7383844e-05,1.0216701,0.002241559,0.0022324906,0.0022463736,-0.00010821776,0.00011056489,0.04107306,0.0021443563,0.03438573,0.00066087407,0.0013167302,0.30595386,-0.00097536127,-0.00032553947,-2.9619878e-05,1.35843675e-05,0.0008870762,0.0008703984,0.074167505,0.00064895407,-0.00012038005,-5.9995436e-05,0.025812631,0.0058155544,0.0064039566,0.006403954,0.0064047803,0.0064196493,0.005935291,0.0025948214,-0.020921653,-0.021499943,-0.020745842,-0.009257944,-0.008067404,-0.008067404,0.029537108,0.005835988,0.0058320104,0.0072759534,0.05146866,0.052771457,0.052771457,0.05290606,0.052771386,0.052990545,0.049890447,0.04666519,0.05146865,0.05147342,0.051254887,0.052801717,0.051952444,0.05193396,0.051037703,0.051254887,-7.56014e-05,-7.5747776e-05,-7.528335e-05,0.013005389,0.03366665,0.034350056,-0.0001004475,0.033569884,0.0361092,0.035307407,0.038111422,0.014571298,0.02139733,0.02160443,0.021820985,0.020893058,0.021309521
meta-llama/Llama-3.1-8B,0.00018935809,0.00021373668,0.00014450024,8.729726e-05,-0.00027862418,-0.0001136051,0.009330524,-0.00034565135,0.004784951,-0.015300183,6.183991e-06,0.008981637,0.00048749775,0.004556078,-0.0014048014,-0.0007051948,0.010547786,0.0007378486,0.009330641,0.010853772,-0.00069693,-0.00015881994,0.00021282925,0.010853773,-0.0002861384,-6.943945e-06,-7.084961e-06,-4.349457e-05,0.009369643,0.008994099,-0.00036477987,-0.00042759342,0.0008015276,0.0054077543,0.005422628,1.0187534,1.0155984,-0.015663128,0.9123517,0.00048749844,-0.0004989301,-0.00049530336,0.0009739197,0.008899643,0.008979879,-0.0014059555,-0.00011337211,-0.00027551333,0.009008873,2.889831e-05,7.6511766e-05,0.005129194,0.0054179765,2.8898736e-05,0.008760869,-6.2760523e-06,7.92358e-05,0.00033180122,0.0003723973,0.00020651116,0.00018953196,-0.00018651328,-0.0003938357,-4.8842856e-05,0.005407252,0.00031664682,0.00031222682,0.00031659123,-0.0005110144,-0.00046615867,0.00911849,0.00033445496,0.0047334223,0.0001905129,0.00017539535,-0.0013438838,-0.0006195272,-0.0005307466,-0.000489579,-0.00048114458,7.6203054e-05,8.178349e-05,0.009330641,0.00018846145,-7.5642376e-05,-0.0002522169,0.004785532,0.004067957,0.004175918,0.00417592,0.0041761207,0.004178117,0.0041325786,0.0035568252,-0.0026666601,-0.0027423452,-0.0026565203,0.00021718993,-0.0002378484,-0.00023784602,0.013055107,0.004009097,0.0040095765,0.0047306307,0.01641911,0.018291345,0.018291345,0.018349834,0.018291349,0.018328285,0.017858617,0.01477963,0.016419118,0.016843224,0.016855411,0.018295672,0.016518967,0.016515702,0.016860198,0.016855411,-0.00012989038,-0.00013007237,-0.00012926984,0.004636794,0.011312273,0.011242684,2.9172073e-05,0.011280773,0.011178021,0.010951829,0.011167743,0.006478626,0.0068060644,0.006858357,0.0069244253,0.0072222934,0.0068725483
meta-llama/Llama-3.1-8B-Instruct,0.00021685661,0.00018665132,0.00013709918,8.0062084e-05,-0.00027111755,-9.105912e-05,0.00984057,-0.00030538495,0.0049793567,-0.014766747,7.1306986e-06,0.008892509,0.00048102514,0.004703432,-0.0014039621,-0.0006557443,0.011016474,0.00076449924,0.0098406235,0.01130428,-0.00064839044,-0.00013952056,0.00018576601,0.011304284,-0.00027828725,3.990452e-05,3.9762115e-05,-4.0433122e-05,0.009882197,0.009242698,-0.0003241278,-0.0004030363,0.00082727004,0.005311595,0.005324743,1.0155984,1.0187709,-0.015109785,0.9098389,0.00048102468,-0.0004807961,-0.00047774345,0.0009364017,0.009148396,0.00888818,-0.0014050469,-9.07983e-05,-0.0002678755,0.009257351,2.8694163e-05,6.884188e-05,0.0054043317,0.0056099426,2.8695216e-05,0.0085855825,4.046583e-05,0.00012141395,0.0003014901,0.00034050446,0.00023402073,0.00021729319,-0.00016229186,-0.0003501487,-4.336524e-05,0.005311093,0.00028899382,0.00028465132,0.00028887865,-0.00049684907,-0.00044390012,0.009377532,0.00030400994,0.0049042325,0.00021814818,0.00016370439,-0.0013394415,-0.00057281955,-0.0004788604,-0.00047623922,-0.00046786302,6.84222e-05,7.3665535e-05,0.0098406235,0.00021622094,-6.926301e-05,-0.00023303734,0.0049802475,0.0040468234,0.0041652424,0.0041652448,0.004165443,0.0041674227,0.0041089687,0.0035216752,-0.0025253356,-0.0025962393,-0.0025144934,0.000288458,-0.0001612808,-0.00016127992,0.012861932,0.003998025,0.0039984887,0.0046898467,0.016461661,0.018257476,0.018257476,0.01831366,0.018257475,0.018292908,0.017838772,0.014847009,0.01646166,0.016859481,0.016887108,0.0182617,0.01655877,0.01655561,0.016892564,0.016887108,-0.00012265389,-0.00012280041,-0.000121898374,0.0047545857,0.011571275,0.011543896,3.6003337e-05,0.0115806665,0.011488554,0.011257382,0.0114855245,0.005985829,0.006345086,0.0063974303,0.0064623803,0.0067470027,0.006410365
meta-llama/Llama-3.2-1B,-0.0006525526,0.0025725777,-0.0026034159,-0.0030626745,0.007778511,-0.0010876071,0.030245414,0.00072108954,-0.006239312,0.20467053,0.000490127,-0.1660875,0.0043102256,0.27289334,0.02684074,0.0043469924,0.0077055385,0.00029989574,0.03021003,-0.018201498,0.005827416,0.006823474,0.002582776,-0.01820153,0.007860731,0.0051613576,0.005161505,-0.005500756,0.032076683,-0.042788856,0.0007102697,-0.0020694116,-0.0004829902,-0.030154094,-0.030803168,-0.015663128,-0.015109785,1.0357445,-0.021302294,0.004310238,-0.00082030264,-0.00089795666,-0.001454794,-0.042732134,-0.16679932,0.026908292,-0.0010911039,0.0077673187,-0.042856533,-0.00490282,-0.00021864173,0.014576442,-0.013197657,-0.004902819,-0.17114584,0.0051639182,0.004102326,-0.0031072316,-0.002333343,-0.0007593963,-0.0006006538,6.096007e-05,0.0005769718,-0.0061249803,-0.030157633,-0.0026182374,-0.0025549624,-0.002592451,0.003208364,-0.0022528907,-0.038580608,-0.0031243018,0.28200722,-0.0006348597,-0.0007912594,0.02648443,0.0047972095,0.004727017,0.0030753296,0.0035005733,-0.00026580566,-0.00024789548,0.03021003,-0.00059496844,-0.005838522,-0.0009199607,-0.0061554215,-0.02713238,-0.020753246,-0.020753326,-0.0207551,-0.020760052,-0.027982267,-0.026571637,0.04130772,0.042531606,0.04150367,0.0133575685,0.019013241,0.019013196,-0.11250253,-0.022531359,-0.022542035,-0.03556475,-0.11303001,-0.14243576,-0.14243576,-0.14317936,-0.14243577,-0.14281876,-0.13967802,-0.096832186,-0.11303024,-0.11875011,-0.11796855,-0.14246628,-0.11392801,-0.11390271,-0.118122146,-0.11796855,0.00015490109,0.0001547618,0.0001557469,-0.023903264,-0.0648481,-0.06374065,-3.516069e-05,-0.06552358,-0.059833486,-0.056671545,-0.056642633,-0.13400127,-0.12644093,-0.12682147,-0.1274866,-0.12844624,-0.12734318
meta-llama/Meta-Llama-3-8B,0.00018580128,-3.2816384e-05,0.00028185488,-0.0003017519,-0.00081074954,1.669157e-05,0.0021398417,-0.00033864644,0.0017860159,-0.021160165,-4.8786755e-05,0.014993699,-1.3170053e-05,0.0016170943,-0.0019332775,-0.00077304855,0.0042725615,0.00082232204,0.0021421148,0.006387044,-0.00085391063,-0.0007478482,-3.3946522e-05,0.006387039,-0.0008178587,-0.00033226298,-0.00033239485,-0.00012317178,0.0020563223,0.0065054684,-0.00036144358,-0.00036964047,0.0009216552,0.0056300494,0.0056602214,0.9123517,0.9098389,-0.021302294,1.0208285,-1.3170612e-05,-0.0004631962,-0.00046388974,0.00082081126,0.0064340704,0.015038838,-0.0019359341,1.6970627e-05,-0.00080851896,0.006522774,8.681328e-05,-0.0001436914,0.0025255615,0.0026383037,8.681443e-05,0.01545318,-0.00033186827,-0.00022672111,0.00016147883,0.0002454305,0.00020409079,0.00018268831,-0.00013935199,-0.00036922534,-9.022129e-05,0.0056298533,0.00014575609,0.00013803013,0.00014402685,-0.00063122815,-0.00040317676,0.00632045,0.000166221,0.001486365,0.00018535941,-3.1853968e-05,-0.0018702551,-0.00072341505,-0.0006993174,-0.00060858374,-0.0006156458,-0.00014161503,-0.00013882981,0.0021421148,0.00018126641,-0.00012825734,-0.00027374743,0.0017808592,0.0043504373,0.0039935433,0.003993541,0.0039937817,0.003995633,0.0044493782,0.00404419,-0.0043445593,-0.004478509,-0.0043535545,-0.00077847304,-0.0013742289,-0.0013742297,0.015080678,0.004000578,0.004001652,0.005232253,0.015714873,0.018760871,0.018760871,0.018847689,0.018760864,0.0188117,0.018319745,0.013600224,0.015714884,0.016359804,0.016261455,0.018765578,0.015835905,0.015832061,0.016277244,0.016261455,-7.416397e-05,-7.3642674e-05,-7.314588e-05,0.0030613919,0.009046064,0.008939342,1.7605445e-05,0.009093428,0.008659649,0.008386667,0.008447383,0.012581392,0.012223409,0.01229748,0.012367093,0.012557086,0.012317318
meta-llama/Meta-Llama-3-8B-Instruct,-0.00011971154,0.8583553,0.017602146,0.00013748919,0.24758871,0.0004993232,-0.0071784663,-0.00010996898,-0.007878938,0.002179568,0.00055731303,-0.015996432,1.017316,-0.0029033683,0.0028446151,-0.00029013556,-0.009121166,0.00048764105,-0.007182819,-0.011562542,-0.00025040415,0.30864084,0.8583562,-0.011562468,0.24755263,0.00020746807,0.00020738423,-0.0003360666,-0.0069310223,-0.010060566,-0.00012770115,0.00055849546,0.0004929838,0.00020982952,0.00016018437,0.00048749775,0.00048102514,0.0043102256,-1.3170053e-05,1.0173281,0.00054858264,0.0005787514,0.00028583093,-0.009997752,-0.016013559,0.0028334835,0.0004996535,0.24758162,-0.010052102,0.00038470008,-0.00019925467,-0.004418347,-0.008385255,0.00038469883,-0.016945316,0.00020765814,0.00015635666,-0.0002273981,-0.00014533788,-0.00012380152,-0.00011871727,0.00065124943,-0.0002270657,-0.00040213493,0.00020975969,-0.00029412284,-0.00029549503,-0.0002945646,5.07336e-05,0.00055098307,-0.00968388,-0.00022523243,-0.0025990615,-0.00011345889,-0.0002273469,0.0028724186,-0.00027061166,-0.00024532975,6.205706e-05,7.100154e-05,-0.0002047255,-0.00021736385,-0.007182819,-0.00011798318,-0.0003927039,0.00057203847,-0.007870149,-0.005818587,-0.0057173143,-0.005717317,-0.005717366,-0.005716978,-0.005827714,-0.0055076224,-0.00040183667,-0.0004929371,-0.0003913862,-0.0006321279,4.3417625e-05,4.343767e-05,-0.004522196,-0.0057694884,-0.005769799,-0.0060146404,-0.01154048,-0.01233519,-0.01233519,-0.012343064,-0.012335191,-0.012330759,-0.0126336645,-0.0110656945,-0.01154048,-0.011385462,-0.011538862,-0.012333938,-0.01155084,-0.011552403,-0.011558403,-0.011538862,-0.00014640282,-0.00014559881,-0.00014361943,-0.006264184,-0.012975027,-0.013275698,-4.2809766e-05,-0.013526226,-0.012948315,-0.012754917,-0.012717206,-0.00070918654,-0.00059774175,-0.0006070988,-0.0006504358,-0.0003179696,-0.000660812
mistral-community/Mistral-7B-v0.2,-0.0002935646,0.0006962429,5.1510513e-05,0.00028678268,0.00046140625,7.9188525e-05,-0.009818127,0.00021445808,-0.0069008814,-0.0013835555,7.374116e-05,-0.010369009,0.00054858264,-0.0051256362,0.0020594152,0.13084279,-0.010427499,-6.165066e-05,-0.00981936,-0.011094432,0.12819903,0.00018746176,0.0006967084,-0.011094427,0.00046368217,8.030493e-05,8.013388e-05,0.00040661276,-0.009748741,-0.0082867015,0.00019500188,0.98325557,-6.271382e-05,-2.4184526e-05,-4.9233306e-05,-0.0004989301,-0.0004807961,-0.00082030264,-0.0004631962,0.000548582,1.0078464,1.0049013,-0.00041993026,-0.008120972,-0.010358973,0.0020685229,8.01444e-05,0.0004630194,-0.008277338,-5.4860226e-05,8.983838e-05,-0.0018669424,-0.007120767,-5.4859625e-05,-0.010775411,8.027122e-05,5.834242e-05,-0.00028659537,-0.00027457904,-0.0002948997,-0.00029066013,0.00011660155,0.00013815396,0.00034146025,-2.288753e-05,-0.00032035232,-0.0003180307,-0.00031940898,0.00032909436,0.9929051,-0.008262762,-0.00028633222,-0.0050449646,-0.00029348058,0.00016146609,0.0020785455,0.13241595,0.130127,0.00034464532,0.00042275144,9.7508346e-05,8.29672e-05,-0.00981936,-0.00029053824,0.0003407844,0.9445433,-0.006896206,-0.0029255077,-0.0028286888,-0.002828689,-0.0028286949,-0.0028285633,-0.002922953,-0.0025987388,-0.00042632123,-0.00049037044,-0.00043431317,-0.0005070224,-0.0003165134,-0.00031651423,-0.0016381505,-0.0028994866,-0.0028994218,-0.0031648646,-0.008845797,-0.008905341,-0.008905341,-0.008898642,-0.008905334,-0.008907395,-0.009110656,-0.008191431,-0.008845798,-0.008590264,-0.008826519,-0.008905154,-0.008841712,-0.008843384,-0.008835223,-0.008826519,0.00014827646,0.00014792239,0.00014614094,-0.004954897,-0.009412322,-0.00917908,9.410958e-06,-0.009261399,-0.009131845,-0.0088304635,-0.009163476,0.0018208483,0.0015052146,0.0014942738,0.0014805273,0.0016063722,0.0014715205
mistralai/Mistral-7B-Instruct-v0.2,-0.00027165507,0.00070815877,4.3377993e-05,0.00030573804,0.00044001872,3.8707345e-05,-0.009765737,0.00020842563,-0.006748626,-0.0012205417,7.0256436e-05,-0.010141547,0.0005787514,-0.005257118,0.002046483,0.13135384,-0.010346925,-4.9046685e-05,-0.009766892,-0.011056084,0.1287381,0.00017619722,0.0007086198,-0.011056081,0.00044191582,9.5849195e-05,9.567365e-05,0.00040719792,-0.009699682,-0.008163235,0.00018795849,0.9846994,-5.2801493e-05,-2.0372194e-05,-4.6254216e-05,-0.00049530336,-0.00047774345,-0.00089795666,-0.00046388974,0.00057875004,1.0049013,1.0078627,-0.00037458347,-0.008008056,-0.010131086,0.002055095,3.9713268e-05,0.00044172892,-0.008154578,-4.202372e-05,0.00010833344,-0.0017191271,-0.006977979,-4.20243e-05,-0.010497354,9.595616e-05,7.832567e-05,-0.00025639086,-0.0002442794,-0.00027309876,-0.0002690123,8.083061e-05,0.00012963705,0.00034268203,-1.923723e-05,-0.00029044354,-0.0002882199,-0.00028964895,0.00035357726,0.99580306,-0.008153954,-0.00025610402,-0.0051881354,-0.00027184593,0.00018046328,0.0020651538,0.13296643,0.13065973,0.00036942697,0.0004449369,0.00011588452,0.0001016731,-0.009766892,-0.0002688544,0.00034221692,0.94209856,-0.0067441496,-0.0028316113,-0.0027091228,-0.0027091254,-0.0027091277,-0.0027089994,-0.0028293955,-0.0025040952,-0.00034305558,-0.0004045481,-0.00035125765,-0.00042385267,-0.00024805166,-0.00024805192,-0.0015400444,-0.002792406,-0.0027923356,-0.003070198,-0.00871631,-0.008781967,-0.008781967,-0.008775123,-0.008781959,-0.008784312,-0.008983601,-0.00805449,-0.008716308,-0.008456928,-0.008688763,-0.008781754,-0.008712085,-0.008713739,-0.008696782,-0.008688763,0.00014910639,0.00014870916,0.00014702948,-0.004787589,-0.009361892,-0.009107295,4.2982874e-06,-0.009187409,-0.009062133,-0.008734032,-0.009083567,0.0017707867,0.0014465842,0.0014337895,0.0014211457,0.0015608481,0.0014136906
